multi,hostsNum,vulNum,hostvulNum,serviceNum,conNum,all_ttime,all_ptime,real_time,ag_nnum,ag_enum,path_num,max_mem
5	15	8	34	88	39	0.17110503901494667	0.001842978992499411	0.30	76	117	43	23140
8	21	8	49	130	57	0.3658152049756609	0.0034047309891320765	0.49	112	174	64	28508
11	27	8	64	172	75	0.6319358519976959	0.005730747943744063	0.76	148	231	85	36400
14	33	8	79	214	93	0.9895123339956626	0.008751877991016954	1.13	184	288	106	45732
17	39	8	94	256	111	1.3967378729721531	0.012086441973224282	1.54	220	345	127	57184
20	45	8	109	298	129	1.9459892500308342	0.01671899697976187	2.09	256	402	148	71728
23	51	8	124	340	147	2.5209141789819114	0.0213677859865129	2.68	292	459	169	87164
26	57	8	139	382	165	3.1739027919829823	0.026480615022592247	3.34	328	516	190	104296
29	63	8	154	424	183	3.921314804989379	0.03272898698924109	4.09	364	573	211	123800
32	69	8	169	466	201	4.912083840987179	0.038674392038956285	5.10	400	630	232	144768
35	75	8	184	508	219	5.596223049971741	0.04543632396962494	5.79	436	687	253	167412
38	81	8	199	550	237	6.560600197000895	0.053018220991361886	6.76	472	744	274	192468
41	87	8	214	592	255	7.792056096019223	0.06146002403693274	8.00	508	801	295	224180
44	93	8	229	634	273	8.968644179985859	0.07379317004233599	9.20	544	858	316	253692
47	99	8	244	676	291	9.952382643998135	0.07949565694434568	10.19	580	915	337	284260
50	105	8	259	718	309	11.509518145001493	0.08950971998274326	11.77	616	972	358	317276
53	111	8	274	760	327	12.940279186994303	0.10228941799141467	13.21	652	1029	379	351908
56	117	8	289	802	345	14.243185397004709	0.1117750690318644	14.52	688	1086	400	388780
59	123	8	304	844	363	15.886362941004336	0.12423183600185439	16.18	724	1143	421	426908
62	129	8	319	886	381	17.465164775028825	0.13782316399738193	17.78	760	1200	442	468484
65	135	8	334	928	399	19.139777719043195	0.15058929700171575	19.47	796	1257	463	510000
68	141	8	349	970	417	21.019781871000305	0.16461072099627927	21.37	832	1314	484	553588
71	147	8	364	1012	435	22.494035547948442	0.17763021198334172	22.86	868	1371	505	600700
74	153	8	379	1054	453	24.799187436001375	0.1947792610153556	25.18	904	1428	526	648564
77	159	8	394	1096	471	26.204056984977797	0.20640893501695246	26.60	940	1485	547	697768
80	165	8	409	1138	489	28.67612335999729	0.22216143301920965	29.09	976	1542	568	750328
83	171	8	424	1180	507	30.811361854022834	0.23835820599924773	31.25	1012	1599	589	821592
86	177	8	439	1222	525	33.43301416403847	0.25988319201860577	33.90	1048	1656	610	881612
89	183	8	454	1264	543	36.40558645600686	0.27473118802299723	36.89	1084	1713	631	938932
92	189	8	469	1306	561	38.13390949903987	0.3023510099737905	38.65	1120	1770	652	1000388
95	195	8	484	1348	579	41.13196893199347	0.3169451139983721	41.66	1156	1827	673	1061600
98	201	8	499	1390	597	43.86555223999312	0.33640486298827454	44.42	1192	1884	694	1124532
101	207	8	514	1432	615	47.37282884097658	0.3579830909729935	47.96	1228	1941	715	1190916
104	213	8	529	1474	633	48.908211098983884	0.3744443519972265	49.52	1264	1998	736	1260500
107	219	8	544	1516	651	52.082636034989264	0.39804931898834184	52.71	1300	2055	757	1329180
110	225	8	559	1558	669	55.10730789299123	0.4190532250213437	55.76	1336	2112	778	1400824
113	231	8	574	1600	687	58.54862728196895	0.44698852696456015	59.23	1372	2169	799	1472424
116	237	8	589	1642	705	60.71346330997767	0.46163045504363254	61.42	1408	2226	820	1552772
119	243	8	604	1684	723	65.2757774440106	0.4863828669767827	66.01	1444	2283	841	1628736
122	249	8	619	1726	741	68.2694839949836	0.522153785044793	69.05	1480	2340	862	1707148
125	255	8	634	1768	759	71.80432029097574	0.5317516140057705	72.59	1516	2397	883	1786324
128	261	8	649	1810	777	74.5719858520315	0.5735211319988593	75.40	1552	2454	904	1868544
131	267	8	664	1852	795	77.91877697000746	0.5863892580382526	78.76	1588	2511	925	1956748
134	273	8	679	1894	813	81.74930826702621	0.6229312709765509	82.64	1624	2568	946	2044208
137	279	8	694	1936	831	84.32651546003763	0.6470514929969795	85.24	1660	2625	967	2131772
140	285	8	709	1978	849	89.1075471410295	0.6668303090264089	90.05	1696	2682	988	2221476
143	291	8	724	2020	867	94.6911484330194	0.6905944640166126	95.66	1732	2739	1009	2311696
146	297	8	739	2062	885	99.03270428499673	0.7237964570522308	100.04	1768	2796	1030	2405716
149	303	8	754	2104	903	100.51536819699686	0.756689632020425	101.56	1804	2853	1051	2507244
152	309	8	769	2146	921	105.37347097700695	0.7987802809802815	106.47	1840	2910	1072	2604616
155	315	8	784	2188	939	111.2521721959929	0.8303225800045766	112.38	1876	2967	1093	2705172
158	321	8	799	2230	957	116.92320051899878	0.8409795489860699	118.06	1912	3024	1114	2805584
161	327	8	814	2272	975	118.8334941000212	0.8819032829487696	120.01	1948	3081	1135	2908236
164	333	8	829	2314	993	122.96967829699861	0.9261713029700331	124.20	1984	3138	1156	3012712
167	339	8	844	2356	1011	127.11704017099692	0.9624028030084446	128.39	2020	3195	1177	3128596
170	345	8	859	2398	1029	133.7281136889942	0.9931859830394387	135.05	2056	3252	1198	3317672
173	351	8	874	2440	1047	140.31932431802852	1.0257204840308987	141.68	2092	3309	1219	3434844
176	357	8	889	2482	1065	142.7400830190163	1.0480130919604562	144.12	2128	3366	1240	3551672
179	363	8	904	2524	1083	149.6981206049677	1.1247690999880433	151.17	2164	3423	1261	3668028
182	369	8	919	2566	1101	153.41188488900661	1.1342692380421795	154.90	2200	3480	1282	3785736
185	375	8	934	2608	1119	159.4280208790442	1.1758464959566481	160.96	2236	3537	1303	3903092
188	381	8	949	2650	1137	164.98932481900556	1.1940783190075308	166.53	2272	3594	1324	4028588
191	387	8	964	2692	1155	170.66953782300698	1.2610204580123536	172.29	2308	3651	1345	4150736
194	393	8	979	2734	1173	172.32386017899262	1.2921810540137812	173.99	2344	3708	1366	4275004
197	399	8	994	2776	1191	179.41952047601808	1.3087519059772603	181.09	2380	3765	1387	4401204
200	405	8	1009	2818	1209	186.77985503000673	1.345035480975639	188.50	2416	3822	1408	4530704
203	411	8	1024	2860	1227	193.67107473203214	1.3879343730513938	195.44	2452	3879	1429	4668012
206	417	8	1039	2902	1245	196.36917545401957	1.4477030190173537	198.21	2488	3936	1450	4803860
209	423	8	1054	2944	1263	203.09225876402343	1.4948116090381518	204.98	2524	3993	1471	4937072
212	429	8	1069	2986	1281	210.80352587002562	1.5336138340062462	212.74	2560	4050	1492	5083404
215	435	8	1084	3028	1299	219.77305126399733	1.5743983520078473	221.74	2596	4107	1513	5222908
218	441	8	1099	3070	1317	221.8618665880058	1.634408465004526	223.91	2632	4164	1534	5362140
221	447	8	1114	3112	1335	226.90922794898506	1.6387368220021017	228.95	2668	4221	1555	5501796
224	453	8	1129	3154	1353	233.5343586380477	1.720441846002359	235.66	2704	4278	1576	5645532
227	459	8	1144	3196	1371	241.40890480502276	1.7499005839927122	243.58	2740	4335	1597	5790992
230	465	8	1159	3238	1389	250.07173035602318	1.8067571289720945	252.30	2776	4392	1618	5940468
233	471	8	1174	3280	1407	250.93655117298476	1.8376911189989187	253.20	2812	4449	1639	6091840
236	477	8	1189	3322	1425	260.2772358839866	1.8686355410027318	262.57	2848	4506	1660	6241996
239	483	8	1204	3364	1443	265.7413440379896	1.976089461997617	268.15	2884	4563	1681	6410344
242	489	8	1219	3406	1461	275.31136991799576	1.9903633859939873	277.75	2920	4620	1702	6575944
245	495	8	1234	3448	1479	284.74863396398723	2.0526887560263276	287.25	2956	4677	1723	6731156
248	501	8	1249	3490	1497	286.6465009060339	2.092600403004326	289.19	2992	4734	1744	6889228